gene	PiaoT1	PiaoT2	PiaoT3	PiaoT4	PiaoT5	PiaoT6	PiaoT7	PiaoT8	PiaoT9	CtrlT7	CtrlT8	CtrlT1	CtrlT2	CtrlT9	CtrlT10	CtrlT3	CtrlT4	CtrlT11	CtrlT12	CtrlT5	CtrlT6
ENSGALG00000028133	57.5044	59.9032	60.8687	59.8915	51.579	51.0404	54.2434	44.3775	54.584	56.0859	63.9817	50.26	52.1912	57.4209	55.998	53.0799	51.2151	54.5362	52.4799	49.6532	53.629
ENSGALG00000007437	9.3213	10.5881	9.89689	8.8636	9.46355	8.42973	10.5871	8.83032	9.72405	10.2648	9.62569	8.09526	10.435	8.44135	10.0219	9.37314	8.58876	9.65842	9.31072	9.89776	10.5517
ENSGALG00000029160	2.19305	1.14825	1.85159	3.86279	3.29366	2.97547	2.54013	3.60286	4.9437	1.38055	1.61964	1.17028	1.58455	3.25662	4.14386	2.13585	3.25853	2.03818	1.6101	2.70449	2.89733
ENSGALG00000001956	126.463	168.542	155.096	102.743	102.082	116.841	141.471	104.078	102.009	142.896	116.08	147.301	124.102	122.577	109.942	110.435	121.211	113.974	107.564	109.848	104.522
ENSGALG00000024479	14.8567	14.1736	14.4202	12.2611	13.8569	13.1901	14.8322	15.2795	13.6667	14.6452	14.4181	14.1334	15.9822	14.8699	12.0115	13.2196	15.9042	11.0483	13.5905	14.0048	12.4859
ENSGALG00000009497	2.05217	2.64983	1.20243	0.695224	2.03687	0.657684	0.47912	0.64616	0.41584	3.29478	3.35559	3.94219	3.38599	2.25553	1.82849	3.13286	2.40046	2.17672	1.66254	1.55749	2.05126
ENSGALG00000014883	2.80304	3.44466	3.73679	4.36615	2.91647	3.09738	3.06589	3.8126	3.79966	2.93254	2.95708	3.67669	2.6352	3.64057	2.44549	2.90529	2.72881	3.55161	4.64051	2.61918	3.24513
ENSGALG00000000862	4.93313	5.06299	5.46142	5.9838	5.47929	5.851	5.14666	5.88726	6.08769	4.7633	5.52338	5.62843	5.98185	5.78701	5.47976	5.71682	5.09348	5.38704	5.90312	5.11731	5.40186
ENSGALG00000020700	24.4026	24.8418	23.913	21.6608	23.6017	24.9215	23.2455	23.0885	25.5574	28.3377	29.8971	27.0794	23.1418	27.6421	22.7533	26.9347	24.3403	23.6038	24.6846	26.4233	21.4669
ENSGALG00000014235	2.17085	2.27018	3.0137	4.01733	2.98214	1.66166	3.16104	2.21712	3.46725	3.14902	2.58098	2.45068	2.87409	2.76463	3.16359	2.64461	1.9891	2.46028	2.72261	2.96875	3.93118
ENSGALG00000028204	161.071	195.34	152.737	145.528	129.942	114.879	152.644	151.35	176.433	153.998	127.817	148.784	148.535	135.158	142.01	130.811	142.768	170.857	142.446	148.166	152.013
ENSGALG00000028959	0.190398	0.160384	0.0927981	0.138428	0.318719	0.0445478	0.598645	0.402924	0.0490279	0.199845	0.206668	0	0.388265	0	0.0517502	0.0476365	0.106367	0	0.10376	0.401564	0.0479755
ENSGALG00000010338	0.899802	0.220887	0.333598	0.456425	0.998802	0.289522	0	0.123663	0.0801182	0.634745	0.497177	0.339957	0.0367109	0.183961	0.231104	0.212575	0.177363	0.129357	0.26193	0.407623	0.253051
ENSGALG00000026100	17.1885	19.4124	20.738	10.6346	22.6523	17.4629	12.398	16.926	16.4431	21.0079	17.7188	21.5313	19.6443	15.7131	15.9855	16.9654	17.8144	18.1133	19.7248	21.1136	17.6113
ENSGALG00000013211	27.556	30.9253	29.3789	26.3022	18.3279	32.0681	11.6043	18.4592	12.64	33.1796	29.6788	30.3331	31.7826	31.7389	24.6342	25.5947	22.6847	22.167	13.9186	13.8658	24.6912
ENSGALG00000004879	3.84851	2.602	3.12003	6.98117	3.23472	4.79444	1.36203	3.30648	3.10106	2.02637	2.24762	2.02485	1.45317	3.38548	5.37806	6.3955	3.30396	5.83002	4.07272	2.67957	5.16664
ENSGALG00000012025	7.19581	7.44825	8.23893	6.57518	4.82912	6.34247	8.37616	7.86353	6.07583	8.53547	7.86637	7.56709	7.9399	7.44803	7.94568	5.73835	5.67252	7.90967	8.36562	5.75545	7.60274
ENSGALG00000002853	12.022	13.2635	13.221	12.021	13.2714	12.1734	12.6784	12.8114	13.9809	11.9386	11.4149	11.8236	12.6813	14.1818	12.7065	12.0028	12.891	12.5586	10.9103	13.3286	10.8206
ENSGALG00000006073	61.0856	75.743	68.4174	70.011	66.0876	64.7758	73.1376	72.5966	74.6081	71.564	84.0007	70.93	80.0729	71.4051	75.8891	63.0781	67.0726	58.5665	65.4508	68.8892	67.3066
ENSGALG00000025897	11.8334	12.1179	12.8019	15.1326	12.6392	14.0441	9.98109	11.5016	6.99923	11.455	11.8513	10.7964	11.1567	12.578	12.0497	11.4909	13.9791	11.6993	7.6791	8.23489	9.31907
ENSGALG00000026924	1.27793	0.324584	1.19986	0.927033	1.59567	1.418	0.874768	1.42664	0.748305	0.316476	1.58782	1.04325	1.64418	0.572436	0.424173	2.15762	1.37044	0.955667	1.19814	0.96791	1.04601
ENSGALG00000019568	3.22063	0.979549	1.92552	2.51315	0.315578	1.51544	1.12191	0.446837	0.452596	3.39572	2.15302	1.80283	0.660558	3.45764	1.91068	3.38406	0.876957	1.30829	2.60202	3.1037	3.08874
ENSGALG00000003931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000017855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014561	3.62038	3.00637	4.39602	3.99092	4.23475	3.59455	4.08063	3.7708	3.03566	2.49087	2.82978	2.83925	2.89036	2.60298	3.54426	3.37278	3.53494	3.86285	2.97048	3.43792	3.23867
ENSGALG00000012149	34.0904	35.5075	35.4914	32.7255	36.7632	35.5464	35.4098	35.1138	32.0831	33.272	33.526	33.5532	34.0576	31.5257	34.6622	32.8535	33.9329	38.2191	35.9783	32.658	33.3686
ENSGALG00000007044	32.1602	37.753	37.9337	37.2782	30.015	28.3484	36.3824	30.9738	31.2381	37.5981	34.3943	33.134	24.7851	28.7098	35.2304	29.7116	29.4156	37.474	28.8024	22.8811	30.1516
ENSGALG00000011237	4.76775	4.23047	1.21478	1.17182	3.41817	4.49235	4.07338	2.44666	1.94091	2.07626	3.39436	2.65907	3.58622	4.59349	1.38065	4.57238	3.80023	3.19317	5.41975	2.99962	2.59237
ENSGALG00000015353	4.44844	4.22875	4.15825	3.90537	3.56781	3.56163	3.45459	3.13661	3.08186	4.15483	4.94036	5.3326	5.4023	4.34281	4.59933	4.62552	3.9735	4.64349	4.4601	3.32831	4.90264
ENSGALG00000025279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000943	13.7123	15.0886	14.5493	16.3174	19.769	15.9608	17.5357	17.7381	18.3751	12.9585	14.5633	14.6022	16.2468	16.4014	16.3104	16.2647	17.1619	12.9527	13.6708	17.2356	15.5256
ENSGALG00000026485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011596	5.41175	5.25822	5.23352	4.8547	4.95527	5.28538	5.24049	4.68728	5.83491	7.18132	6.13127	5.84733	6.16953	7.01422	5.32734	5.14011	6.13897	5.30659	5.61031	5.86918	6.63447
ENSGALG00000018241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000024155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002260	2.02705	1.1262	1.68801	2.88951	2.56058	2.29828	4.26134	2.29438	2.2013	1.62211	2.62412	2.5972	2.22583	1.54757	2.66876	2.02363	4.32608	3.11505	3.74323	4.15182	3.01668
ENSGALG00000010928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016548	20.6987	19.1774	19.9696	20.6824	20.0947	22.0324	20.5994	17.8163	20.5586	19.0539	19.892	20.3566	18.3487	20.2317	20.643	20.5713	20.1365	22.8511	20.9709	18.9616	19.703
ENSGALG00000023355	0.97595	0.732371	1.05083	0.57117	0.843475	0.348893	1.45798	1.07272	1.26068	1.02211	1.10069	1.07419	0.587202	0.818629	0.92013	0.670897	1.31156	1.04411	0.95121	1.53905	0.74803
ENSGALG00000002057	31.2745	30.1019	37.043	29.3995	27.7801	27.6861	26.7214	27.0558	27.051	28.3843	32.1782	28.2336	29.7115	29.1885	31.8269	30.2419	26.826	30.0156	29.3548	28.2599	27.0293
ENSGALG00000016996	212.074	210.111	223.506	259.7	195.042	231.406	207.698	214.828	174.109	198.554	205.693	200.734	180.924	193.82	222.967	231.137	216.997	271.731	216.196	213.28	213.387
ENSGALG00000001560	0	0	0	0	0.0116109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009307	8.21394	8.19483	9.71307	8.08943	8.1293	8.21288	8.68262	8.38003	8.43821	8.91967	8.72663	8.69646	7.76419	7.58016	6.54087	8.84593	8.3173	8.4706	8.58028	9.42292	8.38698
ENSGALG00000016438	7.11496	4.68898	3.92569	3.312	6.09044	4.79688	4.72775	8.19358	5.36498	4.61843	8.16687	6.49335	6.88317	4.03348	4.01094	5.96553	5.66903	4.59385	6.96604	7.04843	3.82547
ENSGALG00000003665	10.2816	12.5052	12.7438	14.4236	15.5787	14.8713	15.8044	13.9115	13.3985	10.1105	11.2828	13.8052	15.606	17.3228	13.2044	12.2528	16.5858	12.6725	13.281	16.4375	11.9311
ENSGALG00000021461	0.581959	0.159919	0.486496	0.286243	0.3178	0	0.596876	0	0.740871	0.429068	0.263838	0.350852	1.18444	0.234132	0.493225	0.719866	0.770611	0.289024	0.474108	0.754639	0.321095
ENSGALG00000015030	9.13757	10.0749	11.4873	9.74021	9.53781	9.51713	10.0948	9.57343	9.45927	9.70457	11.1871	8.84234	9.24788	9.6386	9.22903	9.09833	9.97824	11.1675	8.32429	9.26698	9.62427
ENSGALG00000026317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000104	0.0804407	0.256394	0.112686	0.31688	0.517117	0.231391	0.991329	0.153849	0.49854	0.171069	0.241205	0.199946	0.408572	0.277242	0.384151	0.486933	0.126816	0.161434	0.614504	0.878084	0.152166
ENSGALG00000029117	3.11962	4.24443	2.35213	0.755305	2.29739	1.85681	3.49326	4.47733	3.71807	1.81665	0.967883	1.49177	3.70837	0.775138	2.14612	2.15194	3.05999	0.921792	2.38951	1.29895	2.18133
ENSGALG00000003512	4.00656	1.36154	3.64574	1.27653	1.1429	1.42436	1.53051	7.46896	4.0055	1.81975	2.73869	3.49092	4.33191	3.12384	0.724439	2.86224	1.70287	0.832552	0.826323	1.0902	0.380905
ENSGALG00000028829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010957	25.2129	30.7961	24.6586	22.5989	25.3112	21.1267	29.3066	27.1782	29.0858	25.3905	25.9989	24.3994	24.9167	23.2093	25.0442	24.5512	25.6764	22.5456	27.6321	27.6137	25.3302
ENSGALG00000002114	0.346076	0.337956	0.477906	0.668662	0.683245	0.500243	0.206929	0.897323	0.416144	0.460122	0.667916	0.628705	0.74878	0.677136	0.625555	1.03386	0.913161	1.2166	0.555825	0.416713	0.580046
ENSGALG00000002169	24.0469	27.4175	26.5495	24.4635	20.9945	29.1503	24.884	23.5189	20.1938	23.2381	23.1281	24.278	24.5315	26.628	26.7622	27.1891	26.123	28.181	22.3396	19.7838	24.5783
ENSGALG00000025234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000007219	22.0415	22.2363	24.4296	35.9359	25.9862	32.6377	28.4306	28.8144	25.4881	16.5843	19.3882	16.3011	18.4977	21.6173	31.3226	21.7946	23.074	21.6876	19.2114	20.8316	20.6161
ENSGALG00000027855	5.62819	1.3638	3.5419	5.7945	4.83033	3.73879	3.49413	3.30599	3.38776	0.845579	1.56791	0.701308	0.889187	2.41977	3.43065	2.61773	2.62005	2.61677	3.08533	1.60069	3.17742
ENSGALG00000011181	24.6731	21.2052	18.2942	23.2102	15.8676	23.6956	14.651	15.7313	16.2387	15.7169	18.0456	35.6659	23.9167	32.9365	21.7169	36.8033	28.285	22.9243	17.8397	32.1885	25.0473
ENSGALG00000007050	4.56168	5.3564	6.02056	5.10127	4.50891	4.99276	4.77628	3.60727	4.58812	5.02792	5.6302	6.3965	5.89239	6.10089	4.62331	5.83855	5.31758	4.26928	5.31079	5.43656	5.85742
ENSGALG00000002578	5.8298	5.76057	5.57869	6.51543	7.73927	5.80804	7.19432	6.32895	7.01684	4.15606	5.71553	7.32471	6.44014	7.23667	6.32376	7.32049	8.41091	8.03565	6.6458	6.85623	6.0826
ENSGALG00000009813	17.1678	19.5221	21.0091	26.0537	18.9499	24.0594	16.7074	22.7948	19.237	22.9044	22.7798	15.8519	20.3081	19.7788	22.7501	29.5884	22.6541	24.9406	20.6234	22.0331	21.986
ENSGALG00000027836	1.14967	0.843184	1.5736	2.16099	2.07126	2.49828	1.37521	1.15383	1.63306	1.30792	1.51547	1.00597	1.68664	1.4183	1.16189	0.942955	2.15593	1.41509	0.822399	1.89627	1.54765
ENSGALG00000015052	17.0439	18.8835	16.394	18.2515	22.1022	19.7489	17.9411	21.3461	19.8283	15.5728	19.3567	20.3617	22.5481	15.8087	17.0137	18.6535	21.8251	17.5012	19.9116	20.7612	20.5873
ENSGALG00000010950	1.16699	1.73923	1.32751	1.37975	1.75994	1.27183	0.729909	1.36366	1.24901	1.40872	1.35797	1.87324	1.96028	0.526568	1.09545	1.50845	1.3698	1.6403	1.41236	1.62048	1.81532
ENSGALG00000013188	14.0814	15.419	14.6087	13.7163	15.8663	10.8834	13.6828	15.0639	16.4821	13.1258	12.9532	14.5504	13.3628	12.4992	15.3149	12.3089	12.6326	14.7186	13.9673	16.8465	12.832
ENSGALG00000005352	1.07298	1.12347	0	0.144121	0	0.150407	0.876213	0.119704	0	0.15136	0.035369	0	0	0	0.0821176	0	0	0	0	0	0
ENSGALG00000006273	0.048065	0.0269055	0.0921997	0.0481413	0.109002	0.0622183	0.00801166	0.0781404	0.0898094	0.0924691	0.118619	0.0284038	0.085436	0.13389	0.107938	0.0538654	0.165778	0.21578	0.199613	0.117797	0.365173
ENSGALG00000016375	8.00901	7.12128	6.81897	10.1302	7.86968	4.95158	13.3021	13.1274	13.4377	10.032	10.8736	9.90358	11.2614	10.6036	8.61952	6.0754	6.49317	12.2093	10.7527	6.47551	10.6129
ENSGALG00000008537	12.5042	17.452	14.9141	14.3809	21.339	12.2255	27.3283	21.3763	27.2059	12.7448	13.5369	14.4266	15.8976	14.8329	15.1737	14.095	18.3343	11.8205	16.4829	19.5379	14.8341
ENSGALG00000026922	3.14654	5.90725	3.2492	6.01026	4.09133	5.28329	6.3741	4.60215	5.86524	2.97215	2.809	4.11738	5.1188	4.87519	5.29219	5.26511	4.6978	3.60854	3.75139	3.71332	4.5083
ENSGALG00000012913	2.36652	2.94833	2.1656	1.88154	1.92509	1.94602	1.78152	2.13489	2.29106	3.27196	3.12353	2.49796	2.79088	2.67338	2.44764	2.87737	2.55525	1.95048	2.26394	2.27723	1.89739
ENSGALG00000011844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010296	18.7529	17.9601	17.7349	17.8952	14.9714	16.2928	16.134	15.168	16.806	19.9788	21.1138	17.6137	19.8734	18.9621	18.713	18.5712	15.1492	17.5984	17.0487	16.7185	16.9001
ENSGALG00000013191	85.0479	88.3269	81.7029	90.492	78.4142	81.9496	75.9405	79.4066	89.2795	90.9246	95.8573	79.4961	80.8981	82.3275	91.0112	91.0363	67.5781	85.0128	81.5812	85.5575	86.7708
ENSGALG00000011616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006584	20.973	23.2716	22.3842	17.725	19.9238	27.0779	22.4189	21.1419	17.3917	19.4608	15.0765	17.4322	15.2786	20.0611	17.8263	18.6469	13.8585	13.7658	18.7817	14.3274	15.1907
ENSGALG00000005070	75.8592	78.1891	78.6579	71.2767	70.277	68.0661	75.4664	68.1665	64.3059	85.6724	87.2569	73.1607	75.3554	80.6373	76.8985	76.5386	64.498	73.167	75.3376	69.8453	73.3887
ENSGALG00000012448	25.8565	26.2668	27.4011	24.1847	22.5066	20.4901	23.8563	21.5839	28.3013	22.2776	26.2024	26.0809	23.6314	20.5567	24.6578	20.6151	20.0533	26.6	22.1466	18.0264	19.9716
ENSGALG00000008072	4.50416	5.05109	3.88732	5.55692	6.07918	5.80103	6.03787	10.2087	7.8038	1.65061	2.09605	2.43585	3.25016	2.99847	4.88589	3.149	4.00344	3.46796	4.16987	2.81417	4.48809
ENSGALG00000018340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009396	4.26754	4.45978	3.30434	3.58995	3.96509	3.45535	6.60569	6.52034	4.584	4.09657	4.12596	4.55364	5.56661	4.03353	4.32571	5.70693	6.18302	5.84839	5.08058	6.27189	4.52113
ENSGALG00000001894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001995	28.1075	26.9532	22.4159	27.8616	26.1465	25.3862	27.1448	25.1012	23.052	29.1701	27.8358	27.2163	25.8264	26.5765	27.6345	28.3746	25.7862	29.8211	26.8879	25.0725	28.6793
ENSGALG00000015153	0.249405	0	0	0.0543817	0	0	0	0.0619566	0	0	0	0	0.0284739	0	0	0	0	0	0	0	0
ENSGALG00000016616	5.20354	4.67128	4.61377	5.67441	3.43506	5.29404	2.79667	3.59391	2.81252	4.29396	5.44733	4.27979	4.9234	6.94234	7.02966	5.39072	4.15627	5.73142	4.93533	3.63314	5.96857
ENSGALG00000012681	2.33864	1.39982	2.25996	3.52048	2.03157	2.26971	2.44265	2.34279	1.82273	1.95501	1.86686	1.32739	1.91093	1.39026	1.55233	2.03662	2.72952	2.92383	1.62594	1.99118	2.18244
ENSGALG00000017328	0	0	0	0	0.0451976	0	0	0	0	0	0.251814	0	0	0	0.159446	0.0945691	0	0.0485223	0	0	0
ENSGALG00000025943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005396	1.55271	1.65763	1.76382	2.40336	2.5012	1.44739	2.82718	2.54318	3.2881	1.61605	1.51236	1.8431	1.48022	1.44727	2.94438	2.03682	2.1655	2.17995	2.51656	3.61409	2.12385
ENSGALG00000009973	0.128205	0.171769	0.199286	0.128274	0.0767672	0.134301	0.056256	0.318324	0.218778	0.410625	0.208781	0.208154	0.0959517	0.209663	0.180361	0.388571	0.152523	0.0384738	0.222813	0.208569	0.418268
ENSGALG00000011705	6.57775	7.72936	7.6688	7.98723	8.48514	7.16496	7.84061	7.93979	9.18734	7.58713	7.03761	6.13831	6.50914	7.91667	8.00123	6.33548	6.89735	7.67814	6.29714	6.87875	6.93624
ENSGALG00000015689	13.365	10.3734	11.0972	11.4746	12.2269	13.2735	10.3221	13.1162	10.4874	13.0296	13.2878	14.0381	13.4202	11.0693	10.6263	13.9914	12.2698	11.3616	13.0314	11.7184	11.0922
ENSGALG00000015916	13.972	11.4181	14.2712	14.068	12.6626	11.588	13.4474	11.612	11.7459	14.5001	14.7909	13.882	13.873	15.0216	13.354	14.803	14.4213	16.0056	13.3387	13.7138	12.1903
ENSGALG00000007891	10.2478	9.45228	9.54454	9.44261	8.84042	8.70359	8.21682	8.1979	8.77259	8.20186	7.94881	10.575	11.0635	8.59532	9.60739	9.75868	11.3845	8.86449	8.9689	10.349	9.99452
ENSGALG00000001759	0.644409	0.591297	0.729247	0.731878	0.679957	0.679678	1.05646	0.74122	0.871687	0.684882	0.599318	0.639556	0.773002	0.71425	0.630974	0.399395	0.806189	0.665476	0.605899	0.882071	0.649327
ENSGALG00000008439	1.61859	1.34419	2.06542	2.47861	2.90291	1.89882	3.16396	3.47549	3.51347	0.70526	0.989504	0.769105	0.910282	1.11839	2.38139	1.94262	1.9501	2.35978	2.91382	2.89216	2.7138
ENSGALG00000002518	0.952039	1.21847	1.90888	0.847036	1.74188	1.75276	1.1876	1.08259	1.26449	4.06635	3.28922	3.50335	3.61786	1.49185	2.68627	1.68091	2.00103	2.00154	3.20198	1.96434	2.36907
ENSGALG00000027671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000003320	0.201117	0.0444354	0.306426	0.35822	0.146592	0.266226	0.0930098	0.183816	0.230003	0.243269	0.197144	0.24648	0.16426	0.174021	0.233557	0.225412	0.251812	0.155997	0.152795	0.220462	0.430364
ENSGALG00000000551	3.99555	3.94317	4.18298	3.92451	3.74038	3.60696	3.14889	3.55523	3.4478	4.28769	4.16606	3.56292	4.31924	4.04228	4.08288	4.31082	3.48036	3.68499	3.97141	3.90714	3.46524
ENSGALG00000002301	41.1396	40.7287	37.5549	33.296	33.6897	32.6451	34.9028	36.0911	38.8458	41.1233	42.7306	43.4196	39.5376	39.0548	37.383	35.9858	35.4041	42.1801	40.2649	37.4959	39.6241
ENSGALG00000027741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000022570	135.241	170.01	141.557	143.613	163.971	124.639	183.477	162.078	165.097	140.057	162.223	142.024	156.52	168.474	154.641	156.679	162.067	129.721	157.199	172.367	141.085
ENSGALG00000003795	50.2975	49.6122	53.4813	43.843	45.2677	42.7967	45.005	42.2172	51.009	48.9364	51.9057	50.0935	48.9212	45.4799	45.7116	50.8299	45.1558	53.3323	55.0916	48.3136	50.6034
ENSGALG00000027606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002623	2.47829	2.76007	1.90708	2.47489	1.54009	3.65385	1.5125	3.222	1.92886	2.70626	2.2688	2.49287	2.39215	2.45042	1.97984	3.26769	4.16809	1.94425	2.4808	1.85895	1.78616
ENSGALG00000023378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008807	17.5341	16.9956	15.9513	16.4223	17.3145	15.496	17.2461	17.6755	18.5015	17.4401	19.2291	17.6183	19.7049	18.0044	17.9307	19.1579	17.706	18.319	17.2689	20.3571	18.4985
ENSGALG00000005883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000023648	54.3219	42.0016	52.3573	65.5158	51.7594	66.6579	48.4537	50.2188	53.3885	48.5102	53.2216	48.8555	48.5269	53.7619	58.5256	59.6915	52.1643	57.674	51.6004	48.6579	57.6595
ENSGALG00000026786	7.20229	11.4223	6.04236	6.2711	5.69829	5.57582	10.4875	6.36262	8.05545	6.91628	4.85202	9.45564	8.21818	6.91195	6.84824	5.62824	5.48906	7.29135	5.01391	8.31985	5.34484
ENSGALG00000028872	203.133	179.011	235.305	208.988	229.259	212.502	240.688	209.235	227.37	180.758	187.576	179.934	179.681	207.988	211.323	213.081	203.204	213.432	228.507	213.435	196.727
ENSGALG00000010270	9.72556	8.32381	7.65872	8.47259	6.41704	7.58353	7.04502	6.75706	6.14962	10.9845	10.1264	11.4224	10.3479	11.2225	9.5198	10.3511	9.35336	9.62195	7.91231	9.23131	9.99879
ENSGALG00000016905	2.12609	1.03252	2.24464	6.04787	2.09641	5.04274	1.20655	1.52315	1.47047	1.34629	1.40308	0.931254	1.25966	2.41777	2.52242	2.31694	1.87709	2.62617	1.37618	1.32098	2.9661
ENSGALG00000006402	1.20729	1.20029	0.605475	1.43557	1.21999	1.4642	1.416	1.74219	0.682682	0.797022	0.812912	0.711694	0.460559	0.542914	0.907561	0.852711	0.973093	0.776978	0.657584	0.915786	0.656777
ENSGALG00000028199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000029151	15.9852	11.4817	22.9954	28.7319	22.1471	29.9884	15.9856	14.3226	31.4224	13.6414	18.3965	14.998	22.9401	28.6485	22.206	21.5074	22.1852	17.4374	19.2912	19.6834	23.17
ENSGALG00000009943	2.99898	2.73478	2.77266	3.4566	3.27642	2.21406	3.53687	2.89786	3.42918	1.9002	2.77311	2.47961	3.26828	2.57189	3.75996	3.4541	3.60391	2.66409	3.02845	3.08422	3.62412
ENSGALG00000016758	7.80366	8.60916	8.10459	7.01173	8.72641	7.68862	8.39487	7.77777	9.47077	7.11253	8.09279	6.9172	8.46189	6.53143	7.63277	8.41768	8.27826	8.28027	6.35849	8.49344	7.00969
ENSGALG00000001156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008691	10.5218	10.9228	12.4924	12.3576	11.5304	11.9302	13.8353	11.2235	10.3264	9.60835	10.0837	9.17076	9.38733	11.9293	12.1022	9.81721	8.6953	12.1791	10.3511	8.81696	10.5458
ENSGALG00000025331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015311	6.88633	4.37949	4.46674	5.21835	6.8776	5.41866	5.23896	7.24532	4.86788	4.22589	6.32931	6.88712	7.1787	5.57018	5.93675	9.1108	8.05526	5.15389	6.15942	8.31127	5.92257
ENSGALG00000009826	5.33008	3.11216	5.18702	7.02591	3.43508	5.66166	2.92783	2.58801	2.87481	4.84983	5.76175	3.52844	4.20649	4.94073	4.61861	5.21143	4.45172	3.48715	3.55558	2.92319	3.61442
ENSGALG00000017675	58.355	57.5557	61.7561	47.2295	51.8817	41.9115	52.2737	44.5041	49.1095	57.9189	52.4412	61.9602	54.7883	60.1786	53.0603	51.3288	56.4855	56.8809	52.5954	50.4991	56.5085
ENSGALG00000026109	0	0.00977844	0	0	0	0.0137362	0	0	0	0.018737	0.0142891	0.0219648	0	0.0221072	0.00493386	0	0.0397386	0.0155565	0.162632	0.0177945	0
ENSGALG00000017084	20.1709	19.5189	16.8646	25.5569	23.2641	24.676	22.1619	24.5238	25.642	19.4301	20.7259	18.6208	20.03	21.8949	20.1405	21.5462	23.202	22.7996	22.7756	21.1362	20.8292
ENSGALG00000008753	2.03012	1.383	1.65311	1.58846	0.59248	1.3868	0.690973	0.606405	1.31855	0.99116	1.07571	1.62597	1.34631	0.854948	1.39864	2.02156	0.778623	2.37024	0.619355	1.09602	0.779339
ENSGALG00000015115	4.73538	2.81838	2.76613	2.78831	7.22721	6.15789	4.35992	7.40365	4.55778	4.23325	7.16653	6.4838	6.34526	3.93708	4.79187	5.68909	7.64753	7.37792	12.2837	7.78994	4.86965
