gene	PiaoT1	PiaoT2	PiaoT3	PiaoT4	PiaoT5	PiaoT6	PiaoT7	PiaoT8	PiaoT9	CtrlT7	CtrlT8	CtrlT1	CtrlT2	CtrlT9	CtrlT10	CtrlT3	CtrlT4	CtrlT11	CtrlT12	CtrlT5	CtrlT6
ENSGALG00000004721	0.173167	0.145946	0	0.172752	0.245717	0.500796	0.142582	0.196752	0.144332	0.274739	0.0883891	0.0994782	0.286343	0.273445	0.209195	0.140365	0.38372	0.263671	0.20095	0.256823	0
ENSGALG00000013101	0.387069	0.0319364	0	0	0.018674	0.431482	0.12991	1.56053	0.486099	1.33762	2.70086	0	0.0984365	0	0.807713	0.482003	0.111984	0.0538894	0.79001	0.245205	0
ENSGALG00000017927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005601	0.201945	0.213136	0.228093	0.281673	0.23071	0.204634	0.117342	0.132776	0.193001	0.64093	0.31182	0.128676	0.254525	0.235698	0.319538	0.209574	0.129417	0.35356	0.34648	0.182334	0.203815
ENSGALG00000012317	0.788161	0.643433	1.11332	0.615654	0.654533	0.582271	0.521981	0.50976	0.621425	0.975293	0.510221	0.716888	0.22622	0.407287	0.415106	0.327575	0.612306	0.440249	0.60011	0.26918	0.496219
ENSGALG00000006744	0.0259713	0.00347001	0.00222447	0.0173149	0.0641767	0.0103486	0.0150808	0.0120194	0.029749	0.00663033	0.0147623	0.00372703	0.0267176	0.0148361	0.0120311	0.0237482	0.00426755	0.00840309	0.0114812	0.0271119	0.0111565
ENSGALG00000027789	0.0942596	0.0246039	0.098095	0.0942428	0.134446	0.0718672	0.135575	0.162376	0	0.183994	0.131547	0.0259958	0.285851	0.054636	0.146658	0.0494597	0.0526859	0.081786	0	0.0437159	0.13598
ENSGALG00000028722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006634	14.6557	17.6861	14.1631	9.50323	12.0391	11.0311	10.281	9.99296	8.24614	16.0938	21.2938	17.4663	18.4673	17.1567	11.5011	13.0165	11.4341	8.61544	8.56478	10.022	8.51372
ENSGALG00000028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000332	11.5405	12.0107	11.1138	9.7903	12.3071	9.43047	11.3757	12.3648	12.1729	11.487	11.0024	12.1817	11.7212	11.498	9.72462	10.616	10.9959	9.55457	11.3338	12.2737	9.16126
ENSGALG00000018245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026492	22.4509	24.1129	22.5765	21.9974	20.8504	21.4656	22.6894	22.222	23.2261	21.3546	23.6846	20.2478	19.9014	20.1971	22.6484	19.1151	20.5215	20.492	21.0479	21.1342	19.2746
ENSGALG00000015705	10.031	9.49084	8.78	8.26797	9.49167	8.02785	9.31475	9.48837	10.6845	10.5522	10.4619	10.4327	11.3148	10.5847	10.3932	9.96374	8.75857	9.81252	9.50101	10.2214	10.3102
ENSGALG00000014659	3.8174	6.05629	7.15871	3.29721	3.12924	3.33566	7.35657	5.15952	7.01877	4.56875	4.96599	4.27111	5.0191	5.54662	2.32422	6.225	4.01842	4.57624	3.13934	4.39286	3.28861
ENSGALG00000001437	23.4417	14.2246	29.6203	46.2834	27.0436	46.1734	9.24993	13.4643	14.7904	12.449	22.6263	13.251	14.2013	22.9252	20.9794	22.539	23.1037	19.2028	7.61374	9.84291	17.398
ENSGALG00000007895	16.2456	12.6325	15.5858	16.0841	12.1861	14.486	12.4758	14.7307	13.7702	14.0618	13.7457	17.7123	13.8239	14.7437	16.9863	13.8585	12.3152	15.7948	13.9513	13.1009	11.6764
ENSGALG00000003420	4.59477	5.16335	3.57251	3.44901	4.12532	4.32448	3.81718	4.14971	3.77401	4.56068	4.99988	5.60805	5.00122	3.86999	3.95878	5.00496	5.14384	4.6714	4.63635	5.65054	4.88957
ENSGALG00000014975	0.961029	0.85325	0.766267	0.826203	0.309434	0.333175	0.735288	0.887537	0	0.959337	0.80233	1.06416	1.14735	1.40637	0.585428	0.67985	0.624014	0.15381	0.41789	0.23715	0.358939
ENSGALG00000012264	5.9665	6.07952	5.58465	5.56484	4.87016	5.36023	5.63058	5.84149	5.95512	7.5812	6.7972	6.278	6.20251	5.93465	5.69863	6.48135	7.47095	6.81421	4.44915	5.13767	6.67388
ENSGALG00000005782	22.5834	20.6323	19.7554	22.75	25.0756	21.1782	26.4728	24.6574	31.9449	23.6766	26.551	25.5326	26.1298	24.3341	23.039	29.6836	23.9959	25.3649	22.0413	23.6152	20.8384
ENSGALG00000000529	107.971	113.686	109.738	95.496	76.0359	86.8785	87.4233	82.2593	57.4629	111.017	101.713	98.6035	97.3326	108.516	90.6789	97.9143	97.1716	80.666	65.2726	91.014	68.2619
ENSGALG00000004143	132.229	128.222	123.296	133.429	128	131.542	133.612	127.424	136.051	128.897	141.336	131.343	134.443	142.701	137.598	139.912	130.223	137.615	122.444	127.791	124.758
ENSGALG00000008813	48.9166	57.3869	50.3625	44.0875	35.299	40.4776	47.5005	42.0669	43.7981	54.983	51.2113	47.5113	46.4003	49.2226	49.548	48.9071	41.3432	51.096	44.2199	44.3338	52.0674
ENSGALG00000007966	4.62131	4.82697	4.74545	5.9343	3.33003	3.88996	2.25182	3.5621	3.77141	4.72007	4.47724	4.52013	4.35334	4.84531	5.32473	4.64604	3.74857	6.16959	3.8675	3.40879	5.70024
ENSGALG00000028040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000005069	2.02154	2.50149	1.95784	2.83997	3.09856	1.39879	3.99218	3.36054	5.14952	2.54292	1.83849	3.67764	2.9742	2.8867	3.88175	3.62102	4.7895	3.67613	5.3145	5.39988	4.28236
ENSGALG00000007190	109.97	84.1164	101.118	117.43	87.8733	99.5912	88.0915	81.5465	82.771	97.3157	99.3271	90.3913	102.772	103.339	99.3792	102.141	99.6246	109.006	83.6124	92.4402	94.6315
ENSGALG00000021316	25.0104	25.2401	22.584	22.5727	23.9351	20.1626	22.8499	21.2809	22.5987	27.4681	27.9735	29.0574	27.7304	26.7605	27.2645	29.6313	28.6635	27.5817	26.7208	28.1859	27.3328
ENSGALG00000025216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010855	0.654907	0.796846	0.580894	0.81579	0.587752	0.488685	0.388241	0.820043	0.711655	1.23193	0.713914	0.801764	1.43127	0.688507	0.567936	0.768013	0.592692	0.779333	0.543752	0.774244	0.738015
ENSGALG00000017898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000017125	13.9735	13.3015	12.7723	10.5946	8.45019	8.72649	13.7734	13.1382	13.1365	15.1684	13.7472	14.4299	13.9493	14.5463	14.3567	12.973	13.1325	14.7312	16.4734	15.1662	14.5371
ENSGALG00000011717	0.271721	0.468762	0.13815	0.555371	0.69653	0.491324	0.251824	0.497801	0.238852	0.545073	0.605912	0.27548	0.526373	0.354674	0.45213	0.216535	0.845723	0.421666	0.207481	0.497847	0.609353
ENSGALG00000007902	10.7174	9.00969	8.17051	8.56261	7.35188	7.40496	8.77727	7.6576	6.97715	10.3884	9.34443	11.529	10.4727	8.03311	9.37316	11.1318	8.22763	10.6594	9.50893	7.87019	10.4846
ENSGALG00000027765	0.265811	0.0137543	0.295384	0.113435	0.126593	0.701685	0.297798	0.424999	0.36307	0.428463	0.327684	0.388956	0.175646	0.527714	0.650983	0.220074	0.0946814	1.06974	0.392325	0.144946	0.280682
ENSGALG00000001963	0.838826	0.789495	0.301439	0.113351	0.372127	0.497097	0.828927	0.542811	0.958912	1.32781	1.7855	1.02581	0.63591	0.413663	0.188405	1.16601	0.873894	0.280131	0.446805	0.670488	0.882239
ENSGALG00000021542	15.0663	8.15357	20.4023	34.349	17.6428	41.0127	9.45527	11.9247	13.8969	10.4707	16.9177	14.6269	14.7341	22.8031	25.9214	21.9309	17.6805	23.0752	14.8245	9.29049	18.4439
ENSGALG00000011604	3.42336	2.45163	2.96416	4.53721	5.25407	4.09222	4.45748	5.13151	4.49456	3.35328	2.28754	3.44871	2.96791	3.67707	4.26385	4.57559	4.61061	4.46122	4.10148	4.52502	4.71312
ENSGALG00000019967	10.3908	7.98678	8.95445	9.62002	7.17321	6.83096	8.14688	7.06686	7.01136	7.90841	9.34407	5.49693	7.8735	8.29644	6.88888	6.4791	6.1577	6.1602	6.32111	5.89157	7.28868
ENSGALG00000023580	1.25004	1.17011	1.15715	1.83486	2.28477	2.14169	1.0346	0.194208	0.418254	0.830697	0	0.5712	0.0908349	0.841191	0.204876	1.50409	1.48479	1.07414	0	0.659101	0.61105
ENSGALG00000002583	1.70749	1.81525	1.95617	2.22968	2.2545	2.18464	2.28816	2.21657	2.55442	1.84329	2.02411	2.03281	1.44756	1.91052	2.76991	2.01212	2.64823	2.39779	2.44368	2.12925	2.11609
ENSGALG00000008163	9.38131	8.36699	8.32239	9.48001	7.05488	7.3859	7.17089	7.43472	8.15897	10.4853	10.8561	10.7746	10.7136	8.82481	8.69538	10.2265	9.66808	9.52347	8.54091	9.14338	11.3611
ENSGALG00000024340	0.0903241	0.784027	1.37611	0	0	0	0	0.042309	0.464901	0.554874	0.300891	0.891075	0	0.0527896	0.0173025	0	13.6449	0.51165	2.67072	6.40647	0
ENSGALG00000013597	32.9113	45.5783	28.7758	31.008	32.4206	29.4061	41.9701	36.6623	47.3483	38.9315	34.9781	38.6826	40.5016	40.4982	31.4644	36.4254	35.8671	41.642	39.1617	35.7213	37.0789
ENSGALG00000003150	37.8339	37.1249	35.3812	29.522	30.1196	26.6077	34.9302	31.9552	32.0637	39.2862	36.0156	34.975	35.4998	35.0628	30.3649	30.8925	29.12	34.2918	33.0048	34.7993	33.9566
ENSGALG00000003970	24.6457	23.8478	22.1955	20.216	18.5156	16.5192	18.0348	20.0984	18.6646	30.2016	30.7143	29.2453	30.2176	23.3364	22.3138	26.5957	22.4353	24.5387	23.2498	24.5181	24.9497
ENSGALG00000023135	21.3282	24.6321	21.7392	24.9564	23.8073	22.5465	25.1699	24.3011	24.9407	24.6653	23.6627	25.7547	26.5236	22.6489	22.8951	26.6751	23.4857	24.9875	22.4662	22.9635	21.9209
ENSGALG00000024296	0.226752	0.140859	0.0284987	0	0.0635778	0.162578	0	0	0	0.163265	0	0.0335402	0.0624034	0.192152	0.147555	0.0989142	0.144711	0.144757	0	0.0873721	0.0308198
ENSGALG00000004671	2.38057	2.33335	2.44926	2.75676	2.22923	1.85765	2.64709	2.77309	2.72297	2.67688	2.56465	1.8175	2.87423	2.61939	2.82256	2.4136	2.17682	2.68024	2.86895	2.71064	2.47452
ENSGALG00000010373	0.765092	0.6185	0.273938	1.11408	1.23762	0.736569	0.424501	0.74093	0.371866	0.234504	0.581243	0.322694	0.471628	0.15698	0.0475019	0.479389	0.265739	0.512878	0.436171	0.258861	0.48295
ENSGALG00000015336	0	0	0	0	0	0	0	0	0	0	0	0	0.0183943	0	0	0	0	0	0	0	0
ENSGALG00000013097	0.134835	0	0.257267	0.0723825	0.0588553	0.14121	0	0	0	0.282977	0.641633	0.447531	0.119199	0.304727	0.26997	0.150756	0.0860728	0	0	0.0521601	0.0383705
ENSGALG00000015897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010963	1.09295	0.934029	1.33162	1.50649	1.86843	1.61546	0.987705	1.35112	1.57093	1.20531	0.995903	1.49471	0.682043	0.950323	1.10997	1.61872	0.916376	1.65662	1.08105	1.18995	1.48362
ENSGALG00000027057	6.51311	7.48557	6.37459	5.23422	5.43104	5.00802	5.86799	6.02803	6.3292	6.58031	7.38635	5.35356	5.96968	5.76135	5.6857	6.90848	6.51882	6.19517	7.00108	6.24304	6.78651
ENSGALG00000012816	6.39874	4.53582	9.89503	14.5756	9.68816	12.1717	7.47022	8.71851	8.02358	6.24913	8.23727	6.63527	6.82132	9.8664	10.4006	6.63324	7.80683	9.24712	5.72461	6.13253	9.16332
ENSGALG00000004035	0.34985	0.742447	1.05034	0.706386	0.550042	1.13051	0.488775	0.396721	0.735397	0.523386	0.768479	0.526609	0.777231	1.06591	0.202913	0.957718	0.512518	0.592219	0.34307	0.164696	0.555497
ENSGALG00000009604	1.88131	2.67362	3.74662	2.86585	2.34395	3.76298	0.519813	0.976487	1.02255	3.13433	3.21492	3.61178	4.06091	3.53683	4.76773	2.80046	3.55849	2.88593	2.68483	2.15664	2.46209
ENSGALG00000026107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001881	1.90188	2.37927	2.41689	2.02384	2.01574	2.05758	1.64912	1.81197	1.43946	1.90893	2.35891	1.587	1.77221	1.88622	2.46482	2.04204	2.49843	2.40663	1.39863	1.94293	2.03969
ENSGALG00000023068	0	0.130811	0	0.934672	0.401299	0	0.585931	0	0.272271	0.391088	0.255314	0	0	0.625431	0	0.260147	0	0.601954	0.131174	0.353516	0.40411
ENSGALG00000005648	4.3364	6.42671	4.70488	5.68683	5.60185	6.52986	5.30127	5.94439	5.17339	4.74225	3.51031	3.67346	3.6237	3.97685	3.19314	3.13435	5.43707	4.55652	3.7481	4.13414	4.24622
ENSGALG00000004334	1.08256	1.38431	1.24353	1.12563	1.13455	1.17886	0.961528	0.670929	0.901447	0.968056	0.936252	0.908605	0.907164	0.836187	0.960313	1.51787	1.55625	0.725314	1.05031	0.95895	1.2228
ENSGALG00000006475	8.68317	8.54872	6.97274	8.39062	7.04027	7.37383	7.96554	7.32317	8.42964	8.90992	7.94618	8.80725	9.0562	7.82537	8.42214	8.66117	7.94262	7.23861	8.59718	8.19032	8.74011
ENSGALG00000014080	0.263675	0.309026	0.286898	0.441022	0.227851	0.0509244	0.644396	0.392369	0.448021	0.186311	0.249152	0.261697	0.201155	0.164309	0.620664	0.40859	0.33878	0.498231	0.618996	0.540275	0.534411
ENSGALG00000018384	1321.18	1178.26	1772.3	1087.13	1575.28	1273.09	1291.76	1588.96	1250.49	1800.63	1172.35	1181.02	1964.89	1270.06	1234.3	1372.78	1226.82	1122.88	1380.65	1128.83	1180.31
ENSGALG00000012631	19.0511	20.9853	17.3639	14.9379	16.6925	15.6521	19.7761	13.5897	19.0014	16.5679	20.7595	21.425	17.3497	13.4978	17.2559	16.2624	18.1446	19.0661	18.9802	22.5087	13.7255
ENSGALG00000022955	5.24224	6.77321	3.68455	8.21426	3.82477	8.24043	3.09843	1.31546	2.93175	0.934854	2.32655	1.43772	3.34633	3.17409	10.4834	4.70473	7.61281	4.81537	2.03156	2.68901	1.88555
ENSGALG00000027201	0.395651	1.18287	0	0.115568	0.712063	0.649072	0.859494	0	0.622693	0.509165	0.497071	0.307367	0.464363	1.74029	1.71494	0.249098	0.265292	1.67885	0.392457	0.6309	2.302
ENSGALG00000009214	16.0998	15.4136	15.4669	17.2677	15.5921	13.9402	15.9018	17.2749	15.5773	17.7611	18.0221	15.3659	17.657	16.0754	18.7458	18.3842	17.1383	14.3017	17.4301	18.3441	15.6991
ENSGALG00000012927	1.75379	1.17439	1.70229	2.21085	1.42946	2.25089	0.665114	1.07115	0.915927	1.72186	1.27054	0.91528	1.20409	1.31309	0.975234	1.77584	1.40636	1.21258	1.42728	1.26443	1.6523
ENSGALG00000028894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000025857	0.0253886	0.0194518	0	0.00128449	0.0284046	0.0176006	0.0680054	0.0288373	0.0194992	0	0.0765503	0	0	0.0749999	0.00156599	0	0	0.0615386	0.0296063	0.016894	0
ENSGALG00000003082	3.64294	5.25958	3.02341	5.01937	4.40281	4.95845	5.96369	5.0534	4.59219	3.27168	3.56938	5.29497	5.60671	4.36418	4.10085	4.17569	4.02636	5.60132	3.62562	5.36372	4.51089
ENSGALG00000010529	36.4073	30.8727	38.3635	62.2786	95.2615	30.5787	108.3	85.4774	125.237	33.5701	30.368	37.9704	33.3309	30.6441	75.6944	59.1814	72.5956	82.2295	90.159	123.968	72.826
ENSGALG00000025947	1.53057	1.29567	1.09873	2.14398	2.4617	1.37396	3.47736	2.35524	2.45809	1.95938	0.593735	1.95416	0.660054	1.14478	2.25086	1.46934	1.25962	1.2598	1.53462	1.8927	0.821665
ENSGALG00000010007	22.4834	26.7497	25.7677	17.852	19.1136	19.1467	20.1837	18.1457	18.954	22.1459	19.6242	19.6951	19.3398	20.7062	20.9735	19.1648	17.5454	20.5211	18.2333	20.1306	17.2257
ENSGALG00000026185	4.40202	4.62743	3.39427	3.66638	4.76439	4.72506	3.53315	3.85698	3.50147	3.63061	4.30844	5.98836	4.53531	4.92805	4.20783	4.68529	4.55817	5.38089	3.05154	4.98647	4.95583
ENSGALG00000014009	6.14731	7.43512	6.0212	6.26258	5.79754	6.53754	6.13236	6.49184	6.20957	8.21658	6.83173	6.94447	5.69962	6.35073	5.72067	6.44191	6.20175	6.69524	6.88344	6.75599	7.11982
ENSGALG00000002587	22.3964	24.9256	28.1815	29.7304	23.3132	25.376	26.4157	26.0114	19.9461	24.523	29.2737	29.7846	26.6401	25.2456	21.2847	26.1162	28.2627	32.2872	21.8566	21.9516	27.632
ENSGALG00000025253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008341	5.58438	6.26669	5.65703	7.13421	8.0884	6.94981	8.0015	7.03208	7.90339	4.30256	5.43415	5.54693	5.6276	6.36493	6.34759	5.93128	7.6817	5.12154	6.80644	7.66788	6.41265
ENSGALG00000007292	2.52655	3.87367	2.26263	5.26174	4.87188	3.99328	5.83197	4.54921	4.87714	3.49028	2.66826	2.42517	4.1727	4.61	4.34367	3.49854	5.38375	4.12994	3.16148	3.58398	3.54592
ENSGALG00000002486	7.5786	7.24757	7.46783	6.99059	8.36745	8.41195	8.79257	7.65034	8.79448	7.54902	8.00851	8.60523	9.04964	7.83957	6.41968	7.46311	8.37172	5.91563	7.39312	7.98627	7.28759
ENSGALG00000026698	0.0966724	0	0.0310425	0	0.409751	0.100813	0.191177	0.150846	0	0.138986	0	0	0.105559	0	0.117141	0	0	0	0	0.167031	0
ENSGALG00000026224	2.2034	1.05719	0.858085	1.40888	3.24494	2.2478	3.34028	1.75647	2.25163	0.909914	1.425	2.00704	1.84263	1.904	1.58695	2.5645	1.19391	3.41587	2.50444	2.21728	2.79114
ENSGALG00000014221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293614	0	0.0149722	0.030567	0.0259747	0.0142145
ENSGALG00000005551	46.0488	44.1306	38.441	54.8484	43.1987	53.5944	39.1998	44.0727	38.4035	36.3391	41.7738	38.021	32.8106	53.962	52.1293	50.2538	41.5805	52.5687	43.5344	45.9695	47.5954
ENSGALG00000026660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011355	0.769432	0.82901	0.288288	0.602941	0.486997	0.182776	1.32368	0.719117	3.16585	0.77745	1.0002	0.738147	0.896886	0.673035	0.562505	0.609712	0.360426	0.915698	1.12939	0.906102	0.585213
ENSGALG00000028841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417357	0	0	0
ENSGALG00000028413	0	0.779367	0.0513343	0	0	0.537583	0	0	0	0	0	0.294512	0	0.855505	0	0	0	0	0	0	0.351682
ENSGALG00000009452	7.11409	5.48319	6.78869	7.32669	8.58101	7.81194	9.25527	11.0358	10.5478	5.34082	5.66439	5.73592	5.05338	6.89139	7.30322	6.08048	8.03505	9.37953	8.81305	8.07896	9.6839
ENSGALG00000004953	29.1682	29.6537	29.2417	25.1422	26.2992	22.7915	29.3124	24.2701	29.4307	30.7622	29.4049	29.8691	27.8413	27.0056	27.2419	26.6848	25.7528	31.0142	28.0407	29.1408	27.3612
ENSGALG00000001572	68.2114	67.7045	77.6754	55.5989	51.2451	37.16	54.8787	47.127	52.9327	78.1334	54.3867	69.2928	60.0304	58.862	64.9444	56.5561	56.3333	59.0993	51.4151	61.6008	57.5987
ENSGALG00000011485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000000188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011814	10.9511	11.804	10.8479	9.47837	9.90391	9.91237	10.3541	9.88602	10.9461	10.243	10.7465	10.4325	11.3088	11.1231	11.4956	8.94714	9.47783	9.76986	10.5885	10.7255	10.455
ENSGALG00000023453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014428	0.185911	0.231213	0.13811	0.282197	0.21249	0.140895	0.210888	0.305155	0.142964	0.248654	0.118597	0.166219	0.191104	0.196967	0.110855	0.127491	0.115907	0.227905	0.326864	0.141195	0.278468
ENSGALG00000008692	6.06044	6.50517	5.9331	6.89932	5.59049	5.33867	5.32272	5.36894	5.14276	6.51476	7.19029	6.30513	6.53846	7.06317	7.64916	7.4842	5.21166	7.39347	6.7504	4.98155	8.24028
ENSGALG00000012027	46.7274	37.0944	58.3456	51.4621	38.3787	60.1353	21.803	27.6942	33.407	57.7588	58.8126	45.5341	46.7975	54.7635	41.2951	50.3382	36.6275	47.7852	36.9264	30.8018	45.2217
ENSGALG00000015397	8.44279	6.98457	7.75149	8.74253	7.14151	7.95366	7.97844	7.83996	6.36501	6.95347	9.33223	8.29308	8.35091	7.68692	6.37847	10.0815	7.53436	9.20639	8.27542	8.52451	8.29215
ENSGALG00000029052	10.8256	10.9418	10.4441	10.6573	10.4252	9.71753	10.8199	11.1143	11.5478	10.3814	9.68566	10.5943	11.5421	11.8895	11.7209	11.2894	12.4528	9.9533	12.3618	12.1703	9.74676
ENSGALG00000004934	3.48467	4.15847	3.05132	3.18125	3.57714	2.91168	3.82164	4.52374	6.31849	4.95119	3.96927	4.86005	4.98784	3.63952	3.197	3.92669	4.77919	2.59158	3.61638	3.69721	4.47981
ENSGALG00000001211	0.916297	0.365001	0.624647	0.108952	0.593546	0.905269	0.441004	0.962806	0.361316	0.749495	0.630602	0.576547	0.166911	0.581949	0.940996	0.645047	1.00859	1.448	0.598632	0.76385	0.898336
ENSGALG00000019077	7.60549	6.11693	6.29466	7.36169	7.11762	6.60788	8.41585	9.68637	16.6181	7.07538	6.56634	5.7557	7.25244	6.8177	8.09997	6.39875	6.02998	12.5093	14.3683	11.9791	12.5636
ENSGALG00000027840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000018325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026989	8.72944	7.64178	10.0949	11.8064	8.8103	9.28724	8.39364	8.58376	10.8971	8.35284	8.90957	7.66107	9.22078	9.43633	7.9532	8.88581	7.47346	10.3689	9.76151	8.67165	8.38832
ENSGALG00000013024	6.07072	5.97091	5.4873	6.07604	6.77972	5.11685	7.95278	7.85305	8.5266	4.41453	5.67397	5.18151	4.28532	5.24583	5.61567	5.78762	5.78319	7.11485	6.72434	5.9414	6.54717
ENSGALG00000004957	1.31671	1.51224	1.80225	1.44665	2.04447	1.56125	1.58507	2.05422	1.81349	2.28639	2.53938	2.25781	2.59247	2.46725	1.50429	2.68468	2.73226	1.83712	2.06488	2.68024	1.26525
ENSGALG00000028373	3.41401	3.15155	3.20624	4.22838	3.9811	4.26263	4.38854	3.55953	3.92465	3.34104	3.84785	3.03376	3.02318	3.80507	3.35603	2.8832	2.45132	2.97321	3.12863	3.58992	3.33342
ENSGALG00000014074	5.13283	3.59607	5.71848	7.40772	6.41446	7.15761	3.26629	4.55198	5.09	3.98278	5.28498	4.57627	4.06557	5.46655	5.22252	5.31174	5.44725	5.60197	5.42293	4.4279	6.49107
ENSGALG00000016341	2.04642	1.25681	1.66416	1.53316	1.19946	1.85603	0.737045	0.854523	1.02679	1.08179	1.18362	1.30015	1.44802	1.32128	1.69325	1.84762	1.85935	1.74513	1.04752	0.855093	1.48571
ENSGALG00000006043	15.4606	17.3236	18.1731	16.0219	18.3885	14.9843	17.9957	18.1577	20.8266	17.68	17.0577	17.266	18.8507	18.143	15.6857	16.7711	18.1857	16.299	17.8632	19.5413	18.3381
ENSGALG00000002487	25.3376	27.2548	24.8572	24.1914	23.143	23.7563	23.8226	23.4056	24.2337	27.31	25.6399	26.564	26.1174	25.0112	23.8517	27.2328	26.9323	29.052	25.2987	24.3284	29.0138
ENSGALG00000029169	4.2831	4.81005	4.00496	5.5808	7.59639	6.67231	7.44754	6.07428	5.54038	3.21397	5.67631	4.41237	5.42399	5.21174	5.17848	5.04566	5.093	3.22101	3.55685	5.30678	3.1039
ENSGALG00000009845	2.39453	0.866623	1.37367	2.22836	2.14204	2.68791	1.22067	2.55755	2.34993	1.82604	2.64851	2.04539	2.40479	3.15896	2.12991	2.23255	2.1879	2.92312	2.46762	3.11185	2.01094
ENSGALG00000010988	16.9523	16.9258	19.3212	18.3238	16.8616	16.9638	16.4611	16.5011	16.9403	22.3328	24.429	20.1565	21.9793	21.3542	21.3226	22.4544	17.9138	19.6415	21.2745	18.9953	23.9214
ENSGALG00000021720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000003443	0.384055	0.443476	0.323048	0.205395	0.633831	0.594598	0.714928	0.299453	0.0530631	0.46593	0.286201	0.542204	0.627503	0.384303	0.927789	1.00223	0.681358	0.313705	0.238876	0.498053	0.294762
ENSGALG00000015876	3.18513	1.52531	2.29277	5.36181	2.4256	4.44232	1.41298	1.23676	1.33553	2.42667	4.20573	2.529	1.73778	2.64933	2.42265	3.0261	2.12623	2.71214	0.997298	1.28129	1.94689
ENSGALG00000004399	7.23486	6.5993	7.19495	7.613	6.64389	8.28915	5.4649	6.04964	6.88279	7.58962	8.306	7.30545	7.71442	6.78976	7.99129	7.2749	6.85455	8.32708	7.29251	7.05852	7.09753
ENSGALG00000010154	10.2443	10.357	10.739	8.78634	8.50389	8.69182	9.99571	9.84254	9.49648	10.5611	8.9047	10.3394	11.4587	10.1048	10.199	8.87843	8.54258	11.1235	9.15223	8.60106	10.2881
ENSGALG00000003577	1.40361	1.17921	1.07941	1.83042	1.59231	1.37159	1.18756	1.43814	1.44197	1.08442	1.48169	1.21832	1.34855	1.52748	1.63866	1.18514	1.92326	1.04769	1.1586	1.36605	1.62351
ENSGALG00000029058	3.04223	2.95457	3.10581	2.09369	3.26842	2.91919	3.36395	2.33334	2.60748	1.22727	1.66524	2.16447	2.0826	4.22695	2.70653	2.43407	2.87389	2.4936	1.94418	2.89433	3.58606
ENSGALG00000028952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001856	0.18944	0.694583	0.401037	1.05429	0.893587	0.835631	0.723299	3.19083	0.216017	0	1.91268	0.741169	0.686784	0.486745	0.218125	1.15356	0.996085	0	1.44314	1.00329	0
ENSGALG00000010738	1.54766	1.85946	1.32269	1.33337	1.52005	1.31234	1.8586	2.10642	2.31103	1.66111	1.719	1.19235	0.964267	1.25387	1.90193	1.66367	1.54079	1.5752	1.79972	1.12399	1.64737
ENSGALG00000021357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
